cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,tipping,vpi,winstate_inc,winstate_chal,winstate_3rd,voteshare_inc,voteshare_chal,voteshare_3rd,voteshare_other,voteshare_inc_hi,voteshare_chal_hi,voteshare_3rd_hi,voteshare_other_hi,voteshare_inc_lo,voteshare_chal_lo,voteshare_3rd_lo,voteshare_other_lo,margin,margin_hi,margin_lo,win_EC_if_win_state_inc,win_EC_if_win_state_chal,win_state_if_win_EC_inc,win_state_if_win_EC_chal,state_turnout,state_turnout_hi,state_turnout_lo,timestamp,simulations
2020,President,polls-plus,11/3/2020,Trump,Biden,"",South Carolina,.0011625,.0773351,.899975,.100025,,53.37519,45.88095,,.7438539,57.10618,49.63924,,1.080166,49.61935,42.15276,,.4403226,7.494247,14.94446,-.0013008,.1152254,.9977506,.9980751,.1119336,2403887,2719484,2092282,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Rhode Island,.000325,.0992516,.00085,.99915,,35.66851,62.93514,,1.396348,40.16666,67.42056,,2.05669,31.17818,58.43157,,.8085307,-27.26663,-18.27834,-36.21777,.4705882,.8919081,.0038499,.9994953,512193,579476,446304,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Pennsylvania,.36475,8.484372,.1569,.8431,,47.32639,51.97831,,.6953009,50.32683,54.97815,,1.008155,44.31517,48.97594,,.4124833,-4.651922,1.351431,-10.6536,.6013384,.9874274,.9080847,.9337147,6840662,7706550,5984562,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Oregon,.0027375,.1779159,.01845,.98155,,39.26668,58.69598,,2.037339,44.44646,63.84576,,3.028189,34.14939,53.51523,,1.16278,-19.4293,-9.106121,-29.63111,.2750677,.8947837,.048845,.985055,2463087,2780566,2153392,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Oklahoma,.0000375,.0031272,.994275,.005725,,62.08282,36.85556,,1.061624,66.95587,41.75122,,1.553877,57.17363,31.99938,,.6208006,25.22726,34.96303,15.4313,.1044731,.9956332,.9997594,.006393,1598023,1834220,1367750,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Ohio,.0182125,.4671486,.546725,.453275,,49.79167,49.20341,,1.004913,53.13055,52.53614,,1.469088,46.46594,45.848,,.5887882,.588254,7.268904,-6.059555,.1893091,.9991176,.9961501,.5079352,6175439,6962428,5402875,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",North Dakota,.0003375,.1484461,.975925,.024075,,59.62574,37.92917,,2.445087,65.7225,43.95776,,3.649909,53.56664,31.89008,,1.385431,21.69657,33.78543,9.67041,.1061557,.9875389,.9971126,.0266655,367402,422508,313740,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",North Carolina,.05175,1.447434,.360675,.639325,,48.76913,50.53209,,.6987836,52.09756,53.86943,,1.013315,45.44023,47.20729,,.4144816,-1.762964,4.889326,-8.41433,.2741388,.9914754,.9516362,.710941,5687384,6420878,4970191,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New York,.0001375,.0027208,.0001,.9999,,34.95478,64.0599,,.9853184,38.43977,67.5193,,1.439822,31.51118,60.5643,,.5777018,-29.10512,-22.14002,-35.99786,.25,.8916141,.0002406,.9999159,8451214,9588660,7346283,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Mexico,.0116625,1.882826,.02245,.97755,,42.57364,55.60472,,1.821635,46.52713,59.5356,,2.700274,38.63103,51.63435,,1.04422,-13.03108,-5.189375,-20.83634,.564588,.9024346,.1219923,.9894291,978207,1105804,853600,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Jersey,.0039375,.1426436,.007975,.992025,,39.4347,59.74265,,.8226508,43.96515,64.24769,,1.197225,34.94089,55.19937,,.4853277,-20.30795,-11.23834,-29.28953,.3605016,.8936267,.0276708,.9942799,4385652,4957544,3825778,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",New Hampshire,.0112625,2.123295,.10915,.89085,,44.21028,54.83103,,.9586862,49.7715,60.37542,,1.400021,38.69019,49.2598,,.562619,-10.62075,.5062981,-21.67691,.414109,.929702,.4350337,.9289199,842850,951379,737421,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nevada,.03365,3.946862,.1219,.8781,,46.2142,52.33038,,1.45542,49.61931,55.70439,,2.145838,42.85277,48.92238,,.8414492,-6.116173,.6536694,-12.82833,.5299426,.951116,.6217517,.9367149,1361268,1535414,1189624,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Nebraska,0,0,.994375,.005625,,58.17965,40.18031,,1.640038,62.02829,44.02349,,2.422428,54.31487,36.3522,,.9440672,17.99934,25.61084,10.33891,.1044375,.9911111,.9995188,.0062528,935680,1066747,808774,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-3,0,0,.99975,.00025,,72.46109,25.43194,,2.106971,77.62733,30.64904,,3.134396,67.19337,20.2944,,1.200946,47.02916,57.27839,36.58876,.103901,.9,.9997594,.0002524,300428,352620,249823,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-2,.009825,4.825861,.283125,.716875,,47.76451,51.00265,,1.232838,51.50292,54.75776,,1.810547,44.01926,47.26456,,.7170255,-3.238136,4.230997,-10.71441,.3063135,.974891,.8346968,.7838436,323911,365551,282811,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",NE-1,.000025,.0133298,.96075,.03925,,55.27732,43.10801,,1.614667,59.43633,47.27111,,2.386472,51.0914,38.95255,,.9298104,12.16931,20.45369,3.850151,.1079105,.9942675,.9978344,.0437696,311382,353850,269899,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Montana,.0016875,.3990795,.8197,.1803,,52.21243,45.86065,,1.926931,56.79631,50.41886,,2.860203,47.64249,41.26585,,1.102158,6.351779,15.46569,-2.733501,.1244053,.9893234,.9814726,.2000617,661598,752000,574135,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Missouri,.0005,.0252182,.93635,.06365,,54.06274,44.63382,,1.303444,57.94723,48.50304,,1.91682,50.20963,40.75871,,.7566,9.428916,17.14583,1.745464,.1108827,.9988217,.9992781,.0713044,3093735,3513746,2683221,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Mississippi,.0017875,.2153382,.91515,.08485,,56.7873,42.47904,,.7336658,63.32964,49.02977,,1.065037,50.22856,35.94469,,.4344881,14.30826,27.37911,1.186481,.1114298,.9770183,.9814726,.0929789,1322020,1495622,1151069,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Minnesota,.0307,1.466822,.0419,.9581,,44.63279,53.70286,,1.664351,47.93686,56.98466,,2.461739,41.36865,50.39566,,.9573163,-9.070075,-2.525496,-15.54254,.7225537,.918615,.2913859,.9871299,3336925,3764243,2917974,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Michigan,.07735,2.227375,.053175,.946825,,45.51814,53.50359,,.9782695,48.6062,56.58699,,1.429286,42.44266,50.41083,,.5737115,-7.985446,-1.81028,-14.12498,.8274565,.932168,.4234841,.9899058,5507693,6213915,4812472,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Massachusetts,.0001,.0039082,.000525,.999475,,31.83414,66.6557,,1.510161,36.67346,71.46703,,2.22848,27.05964,61.77989,,.8718652,-34.82156,-25.13198,-44.35202,.2857143,.8916931,.0014437,.9995794,3658658,4160150,3168715,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maryland,.000225,.0117787,.00045,.99955,,33.63115,64.98491,,1.383938,37.74099,69.10497,,2.03799,29.51032,60.84455,,.8016068,-31.35376,-23.14306,-39.54779,.2222222,.8916513,.0009625,.9996074,3091488,3517303,2681332,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Maine,.0047,.9020321,.098825,.901175,,43.36839,55.16259,,1.469015,49.25535,60.9924,,2.165097,37.53436,49.28973,,.8490654,-11.7942,-.0701847,-23.42292,.3399949,.9173856,.3233879,.9272376,829633,937397,724401,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-2,.005,2.031168,.42745,.57255,,48.40912,50.02139,,1.569485,54.76344,56.42816,,2.318121,42.00358,43.62418,,.9047699,-1.612271,11.12426,-14.38192,.201895,.9674701,.8306063,.6212708,393566,444849,343542,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",ME-1,.000325,.1185662,.027225,.972775,,38.81877,59.8029,,1.378335,45.18866,66.0918,,2.029545,32.55441,53.43081,,.7984799,-20.98413,-8.258614,-33.51309,.2910928,.8967644,.0762753,.9784096,436200,493229,380818,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Louisiana,.0005125,.0378799,.97115,.02885,,58.77507,40.21692,,1.008011,64.27904,45.76768,,1.473714,53.22961,34.69956,,.5905401,18.55815,29.54362,7.475311,.1066262,.9861352,.9966314,.0319089,2166297,2463069,1879954,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Kentucky,.0001375,.0098458,.9858,.0142,,58.40049,40.39526,,1.204258,63.01788,45.00567,,1.76758,53.79269,35.79268,,.7009927,18.00523,27.19695,8.824629,.1053206,.9947183,.9992781,.0158423,2099896,2397577,1810686,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Kansas,0,0,.985525,.014475,,55.71799,42.49542,,1.786586,59.31412,46.08864,,2.64705,52.11169,38.90716,,1.02489,13.22257,20.34978,6.080341,.1054007,.9982729,.9997594,.0162068,1318264,1498417,1143241,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Iowa,.00655,.6125844,.6013,.3987,,49.96206,48.49138,,1.546558,53.77196,52.33279,,2.283462,46.12854,44.67287,,.8920602,1.470683,9.067389,-6.163172,.1712124,.9975545,.9908566,.4460801,1700753,1922529,1483939,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Indiana,.0002125,.010515,.96445,.03555,,54.7612,43.98542,,1.253378,58.42366,47.65271,,1.841441,51.09765,40.32183,,.728547,10.77577,18.07365,3.455923,.1077298,1,1,.0398721,3092778,3504555,2687116,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,.0007375,.0189419,.0007,.9993,,40.38817,58.27946,,1.332369,43.39642,61.27242,,1.960361,37.39405,55.27476,,.7727977,-17.89128,-11.9164,-23.81308,.9285714,.8921745,.006256,.9999439,6185579,6996308,5385176,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,0,0,.994375,.005625,,59.47557,37.50751,,3.016928,64.16412,42.18948,,4.527451,54.73436,32.87292,,1.694281,21.96806,31.14692,12.7069,.1044626,.9955556,.9997594,.0062808,815884,937103,698810,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,.00045,.1224054,.006275,.993725,,30.90714,67.53033,,1.562535,38.36582,74.81461,,2.307613,23.62676,60.04887,,.9009181,-36.62318,-21.73151,-51.18551,.1912351,.8921483,.0115496,.994336,605161,692457,520090,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,.0415875,1.351277,.418475,.581525,,49.15166,50.1039,,.7444401,52.28163,53.21604,,1.081036,46.03981,46.97843,,.4406578,-.9522377,5.273033,-7.158911,.2357966,.9900692,.9497113,.6457492,4893254,5526447,4275157,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,.1430625,2.032911,.309,.691,,48.41641,50.88105,,.7025369,51.74086,54.19498,,1.018876,45.08556,47.55532,,.4166346,-2.464648,4.184742,-9.10919,.3259709,.9952967,.9694418,.7713661,11215824,12640068,9801608,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,0,0,0,1,,5.411063,91.27472,,3.314215,7.353699,93.66711,,4.985447,3.558689,88.74265,,1.853641,-85.86366,-81.69064,-89.87743,,.8916,0,1,338473,425782,253601,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,.000025,.0070506,.00005,.99995,,36.64574,62.27551,,1.078752,39.89986,65.50932,,1.579522,33.41905,59.00025,,.6304538,-25.62977,-19.12063,-32.07704,0,.8915946,0,.9999439,499383,566354,433076,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,.00025,.0218722,.0008,.9992,,37.54163,61.57642,,.8819502,41.38024,65.41267,,1.285523,33.7154,57.72961,,.5190814,-24.03479,-16.36052,-31.67088,.59375,.8919886,.0045717,.9996355,1793649,2024634,1565574,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,.0147125,.6835458,.03165,.96835,,42.82203,54.53553,,2.64244,46.69356,58.43951,,3.952477,38.95116,50.61322,,1.492425,-11.71351,-4.040487,-19.40483,.5552922,.9063355,.169153,.984354,3428925,3866404,2999561,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,.002175,.0219626,.001425,.998575,,34.11211,64.0617,,1.826195,38.87563,68.78064,,2.707198,29.40579,59.31218,,1.04673,-29.94959,-20.46035,-39.33101,.2280702,.8917708,.003128,.9987662,15781379,17937540,13659682,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,.00005,.0066388,.9898,.0102,,60.45607,37.77481,,1.769124,65.67917,43.00497,,2.620517,55.20789,32.57218,,1.015248,22.68125,33.05328,12.23898,.1048697,.990196,.9990376,.0113279,1236661,1413248,1064058,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,.0640125,3.272057,.319775,.680225,,48.08638,50.67472,,1.2389,51.75806,54.34381,,1.819665,44.42338,47.00318,,.7204267,-2.588351,4.740196,-9.889132,.2830115,.9762579,.8710299,.7448127,3108663,3511633,2716673,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,.001775,.8227691,.8505,.1495,,52.94961,44.49561,,2.554776,58.26559,49.84647,,3.817958,47.58707,39.16547,,1.444931,8.454002,19.05526,-2.169584,.1184597,.9787626,.9696824,.1641151,346016,392542,300773,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,.00025,.016875,.98355,.01645,,59.61611,39.61551,,.7683759,64.73994,44.81895,,1.11658,54.41928,34.4786,,.4543543,20.0006,30.25863,9.604773,.1054598,.987842,.9983157,.0182257,2337021,2662350,2024075,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Wyoming,.000025,.0162176,.998175,.001825,,65.77608,31.04812,,3.175805,71.01778,36.204,,4.769683,60.54909,25.90106,,1.779364,34.72796,44.95722,24.45641,.1028377,.9863014,.9997565,.0020152,274888,320039,231616,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Wisconsin,.05435,2.601372,.056875,.943125,,45.37929,53.68772,,.9329947,48.67966,56.98141,,1.361131,42.08554,50.3763,,.5480633,-8.308431,-1.713987,-14.86793,.7657143,.933731,.4241539,.9859214,3326697,3753619,2908453,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",West Virginia,.0000375,.0087963,.992375,.007625,,64.48208,33.77437,,1.743548,70.77834,40.12347,,2.580826,58.14001,27.4934,,1.001315,30.70771,43.26118,18.07453,.103338,.9836066,.9987826,.0083968,749758,867353,637245,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Washington,.00185,.0667365,.007975,.992025,,37.00694,60.76324,,2.229815,42.22975,65.98106,,3.319814,31.7976,55.5175,,1.268212,-23.7563,-13.36882,-34.08258,.2601881,.8945087,.0202094,.9934785,4431528,5018704,3858361,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Virginia,.01075,.3745359,.00875,.99125,,43.28287,55.78128,,.9358472,46.38227,58.85271,,1.36539,40.20931,52.6785,,.5496838,-12.49842,-6.297647,-18.64598,.7771429,.8991677,.0662284,.9978728,4597697,5187583,4012962,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Vermont,.0001875,.0864967,.004225,.995775,,29.07396,67.17516,,3.750875,36.13666,74.1321,,5.65806,22.24411,59.99094,,2.085869,-38.1012,-23.99149,-51.74768,.2130177,.8936758,.0087655,.9963054,346064,394963,298589,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Utah,.0009375,.1127932,.954025,.045975,,55.45314,41.69749,,2.84936,60.43801,46.66741,,4.267364,50.44376,36.73896,,1.603965,13.75565,23.58867,3.883053,.1068368,.983143,.9926954,.0506046,1355993,1550593,1166152,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Texas,.0230625,.3030087,.61535,.38465,,50.30164,48.79273,,.9056222,53.69046,52.15483,,1.320371,46.93502,45.40438,,.5325024,1.508912,8.285816,-5.197262,.1663687,.9992201,.9970782,.4303068,12146245,13739900,10582450,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Tennessee,.00075,.041691,.96745,.03255,,57.25449,41.55988,,1.185624,62.27819,46.56033,,1.739221,52.26684,36.54001,,.6906765,15.69461,25.71633,5.731483,.1059228,.9938556,.9980521,.0362181,2847252,3241511,2460253,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,.0004375,.1697949,.9478,.0522,,57.79618,40.81253,,1.391288,64.04822,47.10871,,2.048256,51.47109,34.55863,,.8057204,16.98364,29.4547,4.37924,.1078814,.9913793,.9958607,.0579378,412036,469802,355626,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,.000975,.0646482,.89985,.10015,,53.37569,45.88046,,.7438525,57.11164,49.62473,,1.079592,49.62777,42.14095,,.4402495,7.495224,14.94636,-.0071144,.1138245,.9970045,.9975652,.1117891,2405615,2720417,2096457,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,.0002125,.0655667,.000925,.999075,,35.666,62.93765,,1.396344,40.18523,67.40688,,2.055887,31.19905,58.4206,,.8085408,-27.27165,-18.22646,-36.19585,.5135135,.8935766,.0046262,.9994962,511862,579749,445560,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,.3628875,8.437094,.1576,.8424,,47.32353,51.98117,,.6952996,50.33649,54.97906,,1.007523,44.31978,48.97456,,.4124495,-4.657645,1.347994,-10.65157,.5915292,.9875356,.907962,.9313704,6844082,7713715,5985339,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,.0029,.1865808,.018025,.981975,,39.27635,58.68631,,2.037333,44.45387,63.85025,,3.026575,34.14408,53.49112,,1.162943,-19.40996,-9.102903,-29.64872,.2718447,.8963059,.0477234,.9853896,2462055,2776435,2150237,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,.000025,.0022217,.994125,.005875,,62.08621,36.85217,,1.061621,66.94768,41.77306,,1.553341,57.15815,31.99285,,.6209137,25.23405,34.94783,15.42736,.1032566,.9957447,.9997565,.0065495,1597210,1837534,1364432,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,.0191875,.4961623,.546075,.453925,,49.79485,49.20024,,1.004911,53.13932,52.55131,,1.468634,46.43593,45.86973,,.5888621,.5946066,7.256109,-6.096664,.1873369,.9991188,.9963477,.507753,6171167,6953817,5397191,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,.0002,.0865554,.975975,.024025,,59.62753,37.92739,,2.445079,65.7274,43.95247,,3.648307,53.54875,31.86174,,1.385462,21.70014,33.80923,9.660572,.1050232,.9916753,.9982956,.0266738,367236,422932,313623,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,.0524625,1.466676,.362325,.637675,,48.76996,50.53126,,.6987824,52.10612,53.84459,,1.012681,45.47163,47.20783,,.4144483,-1.7613,4.897066,-8.355625,.2682675,.9909045,.9466764,.7074283,5686854,6415360,4978429,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,.0000125,.0002123,.000075,.999925,,34.95927,64.05541,,.9853162,38.43314,67.52386,,1.439353,31.49488,60.57597,,.5777578,-29.09615,-22.15166,-36.01461,.3333333,.893217,.0002435,.999944,8450845,9593328,7337950,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,.0106625,1.740575,.021425,.978575,,42.57577,55.6026,,1.82163,46.52484,59.54786,,2.699162,38.64671,51.65609,,1.044397,-13.02684,-5.172987,-20.85599,.5589265,.903431,.1166301,.9897839,977907,1103919,852828,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,.0037375,.135269,.00745,.99255,,39.43243,59.74492,,.8226492,43.96556,64.26299,,1.196807,34.92432,55.2056,,.4852348,-20.31248,-11.28147,-29.32984,.3489933,.8950683,.0253226,.994626,4388050,4957174,3824425,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,.0104875,1.971386,.1088,.8912,,44.21754,54.82377,,.9586841,49.76589,60.35717,,1.399519,38.6744,49.26338,,.5626512,-10.60623,.4892101,-21.69061,.402114,.9299821,.4261018,.9278997,843350,951683,738025,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,.033175,3.88173,.12285,.87715,,46.20744,52.33714,,1.455416,49.64513,55.71698,,2.145058,42.82838,48.91125,,.841476,-6.129698,.6971512,-12.84213,.5258445,.9526592,.6291697,.9355407,1360253,1535043,1188553,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,.0000125,.0020205,.9944,.0056,,58.18253,40.17744,,1.640028,62.01334,44.02151,,2.422364,54.32085,36.36763,,.9431108,18.0051,25.58821,10.33377,.1032281,.9955357,.9997565,.0062416,935591,1067888,808324,23:45:03  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,0,0,.999775,.000225,,72.46039,25.43264,,2.106964,77.61753,30.62465,,3.132412,67.20552,20.31148,,1.201084,47.02775,57.26844,36.63043,.1026981,1,1,.0002519,300607,353226,250208,23:45:03  2 Nov 2020,40000
