"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party_detailed","writein","mode","candidatevotes","totalvotes","unofficial","version","party_simplified"
1976,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"EDWARD ZORINSKY","DEMOCRAT",FALSE,"total",313805,593310,FALSE,"20210114","DEMOCRAT"
1976,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"BYRON D. YOUNG","INDEPENDENT AMERICAN",FALSE,"total",3619,201899,FALSE,"20210114","OTHER"
1976,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"DAVID TOWELL","REPUBLICAN",FALSE,"total",63471,201899,FALSE,"20210114","REPUBLICAN"
1976,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"OTHER","",FALSE,"total",5288,201899,FALSE,"20210114","OTHER"
1976,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"DAN BECAN","LIBERTARIAN",FALSE,"total",2307,201899,FALSE,"20210114","LIBERTARIAN"
1976,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"HOWARD W. CANNON","DEMOCRAT",FALSE,"total",127214,201899,FALSE,"20210114","DEMOCRAT"
1976,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"LEIF JOHNSON","LABOR",FALSE,"total",6650,2771390,FALSE,"20210114","OTHER"
1976,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"HANNIBAL CUNDARI","LIBERTARIAN",FALSE,"total",19907,2771390,FALSE,"20210114","LIBERTARIAN"
1976,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"HARRISON A. WILLIAMS, JR.","DEMOCRAT",FALSE,"total",1681140,2771390,FALSE,"20210114","DEMOCRAT"
1976,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"BERNARDO S. DOGANIERO","SOCIALIST LABOR",FALSE,"total",9185,2771390,FALSE,"20210114","OTHER"
1976,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"DAVID F. NORCROSS","REPUBLICAN",FALSE,"total",1054508,2771390,FALSE,"20210114","REPUBLICAN"
1976,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"ERNESTO B. BORUNDA","LA RAZA UNIDA",FALSE,"total",1087,413056,FALSE,"20210114","OTHER"
1976,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"JOSEPH M. MONTOYA","DEMOCRAT",FALSE,"total",176382,413056,FALSE,"20210114","DEMOCRAT"
1976,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"MALCOLM ""MATT"" DILLON","AMERICAN",FALSE,"total",906,413056,FALSE,"20210114","OTHER"
1976,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"HARRISON ""JACK"" SCHMITT","REPUBLICAN",FALSE,"total",234681,413056,FALSE,"20210114","REPUBLICAN"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"MARCIA GALLO","SOCIALIST WORKERS",FALSE,"total",16350,6666875,FALSE,"20210114","OTHER"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"DANIEL PATRICK MOYNIHAN","LIBERAL",FALSE,"total",184083,6666875,FALSE,"20210114","OTHER"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"JAMES L. BUCKLEY","CONSERVATIVE",FALSE,"total",311494,6666875,FALSE,"20210114","OTHER"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"ELIJAH C. BOYD","LABOR",FALSE,"total",6716,6666875,FALSE,"20210114","OTHER"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"HERBERT APTHEKER","COMMUNIST",FALSE,"total",25141,6666875,FALSE,"20210114","OTHER"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"MARTIN E. NIXON","LIBERTARIAN",FALSE,"total",10943,6666875,FALSE,"20210114","LIBERTARIAN"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"OTHER","",FALSE,"total",348498,6666875,FALSE,"20210114","OTHER"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"JAMES L. BUCKLEY","REPUBLICAN",FALSE,"total",2525139,6666875,FALSE,"20210114","REPUBLICAN"
1976,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"DANIEL PATRICK MOYNIHAN","DEMOCRAT",FALSE,"total",3238511,6666875,FALSE,"20210114","DEMOCRAT"
1976,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"ROBERT STROUP","REPUBLICAN",FALSE,"total",103466,283062,FALSE,"20210114","REPUBLICAN"
1976,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"QUENTIN N. BURDICK","DEMOCRAT",FALSE,"total",175772,283062,FALSE,"20210114","DEMOCRAT"
1976,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"CLARENCE HAGGARD","AMERICAN",FALSE,"total",3824,283062,FALSE,"20210114","OTHER"
1976,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"EMMA LILA FUNDABURK","INDEPENDENT",FALSE,"total",33285,3920613,FALSE,"20210114","OTHER"
1976,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"HOWARD M. METZENBAUM","DEMOCRAT",FALSE,"total",1941113,3920613,FALSE,"20210114","DEMOCRAT"
1976,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"ROBERT TAFT, JR.","REPUBLICAN",FALSE,"total",1823774,3920613,FALSE,"20210114","REPUBLICAN"
1976,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"MELISA SINGLER","SOCIALIST WORKERS",FALSE,"total",31805,3920613,FALSE,"20210114","OTHER"
1976,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"DONALD E. BABCOCK","AMERICAN",FALSE,"total",36979,3920613,FALSE,"20210114","OTHER"
1976,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"JOHN O'NEILL","INDEPENDENT",FALSE,"total",53657,3920613,FALSE,"20210114","OTHER"
1976,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"H. JOHN HEINZ III","REPUBLICAN",FALSE,"total",2381891,4546353,FALSE,"20210114","REPUBLICAN"
1976,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"FREDERICK W. STANTON","SOCIALIST WORKERS",FALSE,"total",5484,4546353,FALSE,"20210114","OTHER"
1976,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"BERNARD SALERA","LABOR",FALSE,"total",3637,4546353,FALSE,"20210114","OTHER"
1976,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"FRANK KINCES","COMMUNIST",FALSE,"total",2097,4546353,FALSE,"20210114","OTHER"
1976,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"ANDREW J. WATSON","CONSTITUTION",FALSE,"total",26028,4546353,FALSE,"20210114","OTHER"
1976,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"WILLIAM J. GREEN","DEMOCRAT",FALSE,"total",2126977,4546353,FALSE,"20210114","DEMOCRAT"
1976,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"OTHER","",FALSE,"total",239,4546353,FALSE,"20210114","OTHER"
1976,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen",FALSE,"RICHARD P. LORBER","DEMOCRAT",FALSE,"total",167665,398906,FALSE,"20210114","DEMOCRAT"
1976,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen",FALSE,"JOHN H. CHAFEE","REPUBLICAN",FALSE,"total",230329,398906,FALSE,"20210114","REPUBLICAN"
1976,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen",FALSE,"MARGARET R. CANN","COMMUNIST",FALSE,"total",912,398906,FALSE,"20210114","OTHER"
1976,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"MARK CLARK BATES","INDEPENDENT",FALSE,"total",5137,1432046,FALSE,"20210114","OTHER"
1976,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"WILLIE C. JACOX","INDEPENDENT",FALSE,"total",1406,1432046,FALSE,"20210114","OTHER"
1976,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",31,1432046,FALSE,"20210114","OTHER"
1976,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"JAMES R. SASSER","DEMOCRAT",FALSE,"total",751180,1432046,FALSE,"20210114","DEMOCRAT"
1976,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"ARNOLD JOSEPH ZANDIE","INDEPENDENT",FALSE,"total",1061,1432046,FALSE,"20210114","OTHER"
1976,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"BILL BROCK","REPUBLICAN",FALSE,"total",673231,1432046,FALSE,"20210114","REPUBLICAN"
1976,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen",FALSE,"PEDRO VASQUEZ","SOCIALIST WORKERS",FALSE,"total",20549,3874230,FALSE,"20210114","OTHER"
1976,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen",FALSE,"MARJORIE P. GALLION","AMERICAN",FALSE,"total",17355,3874230,FALSE,"20210114","OTHER"
1976,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen",FALSE,"ALAN STEELMAN","REPUBLICAN",FALSE,"total",1636370,3874230,FALSE,"20210114","REPUBLICAN"
1976,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen",FALSE,"LLOYD BENTSEN","DEMOCRAT",FALSE,"total",2199956,3874230,FALSE,"20210114","DEMOCRAT"
1976,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"STEVE TROTTER","LIBERTARIAN",FALSE,"total",3026,522108,FALSE,"20210114","LIBERTARIAN"
1976,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"GEORGE MERL BATCHELOR","AMERICAN",FALSE,"total",4913,522108,FALSE,"20210114","OTHER"
1976,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"ORRIN G. HATCH","REPUBLICAN",FALSE,"total",290221,522108,FALSE,"20210114","REPUBLICAN"
1976,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"FRANK E. MOSS","DEMOCRAT",FALSE,"total",223948,522108,FALSE,"20210114","DEMOCRAT"
1976,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"ROBERT T. STAFFORD","REPUBLICAN",FALSE,"total",94481,189060,FALSE,"20210114","REPUBLICAN"
1976,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"SCATTER","",FALSE,"total",96,189060,FALSE,"20210114","OTHER"
1976,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"THOMAS P. SALMON","DEMOCRAT",FALSE,"total",85682,189060,FALSE,"20210114","DEMOCRAT"
1976,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"NANCY KAUFMAN","LIBERTY UNION",FALSE,"total",8801,189060,FALSE,"20210114","OTHER"
1976,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",154,1557500,FALSE,"20210114","OTHER"
1976,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,"MARTIN H. PERPER","INDEPENDENT",FALSE,"total",70559,1557500,FALSE,"20210114","OTHER"
1976,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,"E. R. (BUD) ZUMWALT","DEMOCRAT",FALSE,"total",596009,1557500,FALSE,"20210114","DEMOCRAT"
1976,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,"HARRY F. BYRD, JR.","INDEPENDENT",FALSE,"total",890778,1557500,FALSE,"20210114","OTHER"
1976,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"WILLIAM F. WERTZ, JR.","LABOR",FALSE,"total",3389,1491111,FALSE,"20210114","OTHER"
1976,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"DAVE SMITH","INDEPENDENT",FALSE,"total",28182,1491111,FALSE,"20210114","OTHER"
1976,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"KARL BERMANN","SOCIALIST WORKERS",FALSE,"total",7402,1491111,FALSE,"20210114","OTHER"
1976,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"HENRY M. JACKSON","DEMOCRAT",FALSE,"total",1071219,1491111,FALSE,"20210114","DEMOCRAT"
1976,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"RICHARD K. KENNEY","LIBERTARIAN",FALSE,"total",19373,1491111,FALSE,"20210114","LIBERTARIAN"
1976,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen",FALSE,"GEORGE M. BROWN","REPUBLICAN",FALSE,"total",361546,1491111,FALSE,"20210114","REPUBLICAN"
1976,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen",FALSE,"ROBERT C. BYRD","DEMOCRAT",FALSE,"total",566359,566359,FALSE,"20210114","DEMOCRAT"
1976,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"MICHAEL A. MACLAURIN","U.S. LABOR",FALSE,"total",2148,1935183,FALSE,"20210114","OTHER"
1976,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"WILLIAM O. HART","DEMOCRATIC SOCIALIST",FALSE,"total",7354,1935183,FALSE,"20210114","OTHER"
1976,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"ROBERT E. NORDLANDER","SOCIALIST LABOR",FALSE,"total",1731,1935183,FALSE,"20210114","OTHER"
1976,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"WILLIAM PROXMIRE","DEMOCRAT",FALSE,"total",1396970,1935183,FALSE,"20210114","DEMOCRAT"
1976,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"ROBERT SCHWARZ","SOCIALIST WORKERS",FALSE,"total",4876,1935183,FALSE,"20210114","OTHER"
1976,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"SCATTER","",FALSE,"total",202,1935183,FALSE,"20210114","OTHER"
1976,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen",FALSE,"STANLEY YORK","REPUBLICAN",FALSE,"total",521902,1935183,FALSE,"20210114","REPUBLICAN"
1976,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",FALSE,"GALE MCGEE","DEMOCRAT",FALSE,"total",70558,155368,FALSE,"20210114","DEMOCRAT"
1976,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",FALSE,"MALCOLM WALLOP","REPUBLICAN",FALSE,"total",84810,155368,FALSE,"20210114","REPUBLICAN"
1978,"ALABAMA","AL",1,63,41,"US SENATE","statewide","gen",FALSE,"JEROME B. COUCH","PROHIBITION",FALSE,"total",34951,582005,FALSE,"20210114","OTHER"
1978,"ALABAMA","AL",1,63,41,"US SENATE","statewide","gen",TRUE,"JAMES D. MARTIN","REPUBLICAN",FALSE,"total",316170,729842,FALSE,"20210114","REPUBLICAN"
